"URI","rdf-schema#label","rdf-schema#comment","buildingEndDate","elevation","height","location_label","location","thumbnail_label","thumbnail","wikiPageID","wikiPageRevisionID","point","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","owl#sameAs_label","owl#sameAs","wgs84_pos#lat","wgs84_pos#long"
"http://dbpedia.org/resource/Gryt%C3%B8y_Lighthouse","Grytøy Lighthouse","Grytøy Lighthouse (Norwegian: Grytøy fyr) is a lighthouse in the municipality of Bodø in Nordland county Norway. It is located in the Vestfjorden in the Helligvær islands about 25 kilometres (16 mi) northwest of the town of Bodø. The current light sits atop a 10.5-metre (34 ft) tall concrete tower. It has two flashes every 10 seconds the color that flashes is white or red depending on direction from which it is seen.","NULL","NULL","10.5","{Norway|Nordland}","{http://dbpedia.org/resource/Norway|http://dbpedia.org/resource/Nordland}","NULL","NULL","35075544","569372873","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0j65zk6|Grytøy_Lighthouse}","{http://rdf.freebase.com/ns/m.0j65zk6|http://yago-knowledge.org/resource/Grytøy_Lighthouse}","NULL","NULL"
"http://dbpedia.org/resource/Gu%C3%A1nica_Light","Guánica Light","Guánica Light (Faro de Guánica) was a historic lighthouse located in the town of Guánica Puerto Rico in the Guánica State Forest. It was first lit in 1893 and deactivated on 1950. The light marked the entrance to Guánica Bay and bridge the gap between Los Morrillos Light and Caja de Muertos Light. In July 1898 lighthouse keeper Robustiano Rivera spotted the convoy of the American forces that initiated the landing offensive of the Puerto Rican Campaign during the Spanish–American War.","NULL","NULL","NULL","Guánica Puerto Rico","http://dbpedia.org/resource/Gu%C3%A1nica,_Puerto_Rico","Guanica_Light.JPG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Guanica_Light.JPG?width=300","22705673","601543427","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Lighhouse|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.05zlyll|Guánica_Light}","{http://rdf.freebase.com/ns/m.05zlyll|http://yago-knowledge.org/resource/Guánica_Light}","NULL","NULL"
"http://dbpedia.org/resource/Guard_Island_Light","Guard Island Light","The Guard Island Light is a lighthouse located on a small island near the entrance to the Tongass Narrows in Clarence Strait in southeastern Alaska. The western entrance to the Behm Canal also lies nearby.","NULL","NULL","22.5552","{Alaska|Clarence Strait}","{http://dbpedia.org/resource/Alaska|http://dbpedia.org/resource/Clarence_Strait}","USCGguardisland1924.JPG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/USCGguardisland1924.JPG?width=300","6565605","572906801","55.44583333333333 -131.88111111111112","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|wgs84_pos#SpatialThing|_Feature|Building|Lighhouse|HistoricDistrictsInAlaska|Artifact100021939|Beacon102814860|District108552138|Location100027167|Object100002684|Region108630985|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|YagoLegalActorGeo|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing|http://www.opengis.net/gml/_Feature|http://umbel.org/umbel/rc/Building|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/HistoricDistrictsInAlaska|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/District108552138|http://dbpedia.org/class/yago/Location100027167|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Region108630985|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/YagoLegalActorGeo|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0gbtyz|Phare_de_l'île_Guard|Q3274484|Guard_Island_Light}","{http://rdf.freebase.com/ns/m.0gbtyz|http://fr.dbpedia.org/resource/Phare_de_l'île_Guard|http://wikidata.dbpedia.org/resource/Q3274484|http://wikidata.org/entity/Q3274484|http://yago-knowledge.org/resource/Guard_Island_Light}","55.4458","-131.881"
"http://dbpedia.org/resource/Gull_Island_Light_(Wisconsin)","Gull Island Light (Wisconsin)","Gull Island Light is a lighthouse on Gull Island one of the Apostle Islands in Lake Superior in northern Wisconsin in Ashland County Wisconsin USA. The lighthouse was constructed in 1928 and is currently owned by the Coast Guard. Both grounds and tower are closed.","NULL","17.0688","15.24","{Wisconsin|Gull Island (Wisconsin)|Apostle Islands}","{http://dbpedia.org/resource/Wisconsin|http://dbpedia.org/resource/Gull_Island_(Wisconsin)|http://dbpedia.org/resource/Apostle_Islands}","NULL","NULL","17475130","600797555","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{|m.047bqw4|Q5617718|Gull_Island_Light_(Wisconsin)}","{http://sws.geonames.org/5255254/|http://rdf.freebase.com/ns/m.047bqw4|http://wikidata.dbpedia.org/resource/Q5617718|http://wikidata.org/entity/Q5617718|http://yago-knowledge.org/resource/Gull_Island_Light_(Wisconsin)}","NULL","NULL"
"http://dbpedia.org/resource/Gull_Rock_Light_Station","Gull Rock Light Station","The Gull Rock Light Station is an active lighthouse located on Gull Rock just west of Manitou Island off the tip of Michigan's Keweenaw Peninsula in Lake Superior. The light was listed on the National Register of Historic Places in 1984 even as its condition deteriorated resulting in its placement on the Lighthouse Digest Doomsday List.","NULL","15.24","14.0208","Grant Township Keweenaw County Michigan","http://dbpedia.org/resource/Grant_Township,_Keweenaw_County,_Michigan","GullrocksMI.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/GullrocksMI.jpg?width=300","24049551","599376863","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Lighhouse|UninhabitedIslandsOfMichigan|Artifact100021939|Beacon102814860|Island109316454|Land109334396|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/UninhabitedIslandsOfMichigan|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Island109316454|http://dbpedia.org/class/yago/Land109334396|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.06_bxr8|Q5617748|Gull_Rock_Light_Station}","{http://rdf.freebase.com/ns/m.06_bxr8|http://wikidata.dbpedia.org/resource/Q5617748|http://wikidata.org/entity/Q5617748|http://yago-knowledge.org/resource/Gull_Rock_Light_Station}","NULL","NULL"
"http://dbpedia.org/resource/Gull_Rocks_Light","Gull Rocks Light","Not to be confused with the Gull Rock Light in Lake Superior.The Gull Rocks Light was a lighthouse at the entrance to Newport harbor northwest of Rose Island. A unique A-frame structure it was supplemented with a skeleton tower in 1928.","NULL","NULL","10.0584","Narragansett Bay","http://dbpedia.org/resource/Narragansett_Bay","Gull_rocks_light_RI.JPG?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Gull_rocks_light_RI.JPG?width=300","18022093","597269612","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Lighhouse|Artifact100021939|Building102913152|BuildingsAndStructuresCompletedIn1887|BuildingsAndStructuresInNewportCountyRhodeIsland|Object100002684|Structure104341686|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Building102913152|http://dbpedia.org/class/yago/BuildingsAndStructuresCompletedIn1887|http://dbpedia.org/class/yago/BuildingsAndStructuresInNewportCounty,RhodeIsland|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{|m.047r94_|Q5617750|Gull_Rocks_Light}","{http://sws.geonames.org/5222503/|http://rdf.freebase.com/ns/m.047r94_|http://wikidata.dbpedia.org/resource/Q5617750|http://wikidata.org/entity/Q5617750|http://yago-knowledge.org/resource/Gull_Rocks_Light}","NULL","NULL"
"http://dbpedia.org/resource/Gullholmen_Lighthouse","Gullholmen Lighthouse","Gullholmen Lighthouse (Norwegian: Gullholmen fyr) is a coastal lighthouse in the municipality of Moss in Østfold Norway. The lighthouse is located in the outer Oslofjord off the island Jeløya. It was established in 1894 and replaced by a light in 1984.","NULL","NULL","NULL","Moss Norway","http://dbpedia.org/resource/Moss,_Norway","Gullholmen_lighthouse_in_Moss_commune_Norway.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Gullholmen_lighthouse_in_Moss_commune,_Norway.jpg?width=300","34486804","588029065","59.43527777777778 10.576666666666666","{architectural structure|lighthouse|place|tower|Wikidata:Q532|YagoGeoEntity|Object100002684|Place|Tower104460130|YagoPermanentlyLocatedEntity|Artifact100021939|owl#Thing|wgs84_pos#SpatialThing|Structure104341686|PhysicalEntity100001930|Whole100003553|d0.owl#Location|Beacon102814860}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/Object100002684|http://schema.org/Place|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity|http://dbpedia.org/class/yago/Artifact100021939|http://www.w3.org/2002/07/owl#Thing|http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/Whole100003553|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/class/yago/Beacon102814860}","{Q3428757|m.0j24yzc|Gullholmen_Lighthouse}","{http://wikidata.org/entity/Q3428757|http://rdf.freebase.com/ns/m.0j24yzc|http://yago-knowledge.org/resource/Gullholmen_Lighthouse|http://wikidata.dbpedia.org/resource/Q3428757}","59.4353","10.5767"
"http://dbpedia.org/resource/Gunfleet_Lighthouse","Gunfleet Lighthouse","Gunfleet Lighthouse is a screw-pile lighthouse lying in the North Sea six miles off the coast at Frinton-on-Sea in Essex constructed in 1850 by James Walker of Trinity House. It is 74 feet (23 m) in height and hexagonal in plan; mounted on seven piles forming a steel lattice and originally painted red.","NULL","NULL","22.5552","NULL","NULL","NULL","NULL","33120490","602176282","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|UnusedBuildingsInTheUnitedKingdom|AbandonedBuildingsAndStructures|Artifact100021939|Building102913152|BuildingsAndStructuresCompletedIn1850|BuildingsAndStructuresInEssex|Object100002684|Structure104341686|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/UnusedBuildingsInTheUnitedKingdom|http://dbpedia.org/class/yago/AbandonedBuildingsAndStructures|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Building102913152|http://dbpedia.org/class/yago/BuildingsAndStructuresCompletedIn1850|http://dbpedia.org/class/yago/BuildingsAndStructuresInEssex|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0h665v4|Q5618733|Gunfleet_Lighthouse}","{http://rdf.freebase.com/ns/m.0h665v4|http://wikidata.dbpedia.org/resource/Q5618733|http://wikidata.org/entity/Q5618733|http://yago-knowledge.org/resource/Gunfleet_Lighthouse}","NULL","NULL"
"http://dbpedia.org/resource/H%C3%A9aux_de_Br%C3%A9hat_lighthouse","Héaux de Bréhat lighthouse","The Héaux de Bréhat is an active lighthouse in Côtes-d'Armor France located on the Île-de-Bréhat. The lighthouse is closed to the public.Built by French engineer Léonce Reynaud in 1840 it sits on the reefs of Tréguier near the Sillon de Talbert. It is on the western end of the Bay of Saint-Brieuc and marks the entrance to the island of Bréhat from the Trieux channel.It was classified as a monument historique on 23 May 2011.","NULL","NULL","56.9976","{Côtes-d'Armor|Île-de-Bréhat|France}","{http://dbpedia.org/resource/C%C3%B4tes-d'Armor|http://dbpedia.org/resource/%C3%8Ele-de-Br%C3%A9hat|http://dbpedia.org/resource/France}","Phare_Héaux_de_Bréhat.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Phare_Héaux_de_Bréhat.jpg?width=300","40899723","593147981","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532}","m.0yqkk8l","http://rdf.freebase.com/ns/m.0yqkk8l","NULL","NULL"
"http://dbpedia.org/resource/H%C3%B6gbonden","Högbonden","Högbonden is a Swedish island and lighthouse located in the World Heritage Site Höga kusten. From springtime in May through October a hostel is open to visitors in the old lightkeeper's house. In the summer season there is regular daily boat service from Bönhamn to Högbonden. The whole island is a nature reserve.The lighthouse was built after complaints that there were no lighthouses between Lungö and Skagsudde.","NULL","75.0","14.0","{Sweden|Ångermanland}","{http://dbpedia.org/resource/Sweden|http://dbpedia.org/resource/%C3%85ngermanland}","Högbondens_fyr.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Högbondens_fyr.jpg?width=300","21673368","573559646","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Lighhouse|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{|m.05mrh98|Högbonden}","{http://sws.geonames.org/2705930/|http://rdf.freebase.com/ns/m.05mrh98|http://yago-knowledge.org/resource/Högbonden}","NULL","NULL"
"http://dbpedia.org/resource/H%C3%B6gby_Lighthouse","Högby Lighthouse","Högby Lighthouse is a Swedish lightstation. The lighthouse is built of iron and painted white. The design by architect Johan Höjer is unique to Sweden. The tower was exhibited at the Stockholm Exposition in 1897 before being located in Högby on a narrow peninsula. The flame ran on kerosene at first and was updated with a gas mantle light in 1908. It was electrified in 1945 with a 1000 watt bulb and fully automated in 1967.","NULL","21.0","23.0","{Öland|Sweden|Löttorp}","{http://dbpedia.org/resource/%C3%96land|http://dbpedia.org/resource/Sweden|http://dbpedia.org/resource/L%C3%B6ttorp}","Högby_fyr_Öland.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Högby_fyr_Öland.jpg?width=300","36843282","586459574","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532}","m.0lq3s2j","http://rdf.freebase.com/ns/m.0lq3s2j","NULL","NULL"
"http://dbpedia.org/resource/Haifa_Lee_Breakwater_Light","Haifa Lee Breakwater Light","Haifa Lee Breakwater Light is a lighthouse in Haifa Israel. It is located at the end of the quay serving as the inner breakwater of the Port of Haifa.Until 2007 the light was located on top of a 31 feet (9 m) white square concrete harbor control tower. The focal plane height was 46 feet (14 m) and the visibility range was 5 nautical miles (9 km; 6 mi). Since then the lee breakwater has been completely redeveloped and the light was moved to a 25 metres (82 ft) skeletal triangular radar tower.","NULL","NULL","25.0","Haifa","http://dbpedia.org/resource/Haifa","NULL","NULL","28129165","436468037","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0cm9czm|Q5639049|Haifa_Lee_Breakwater_Light}","{http://rdf.freebase.com/ns/m.0cm9czm|http://wikidata.dbpedia.org/resource/Q5639049|http://wikidata.org/entity/Q5639049|http://yago-knowledge.org/resource/Haifa_Lee_Breakwater_Light}","NULL","NULL"
"http://dbpedia.org/resource/Haig_Point_Range_Lights","Haig Point Range Lights","The Haig Point Range Lights were range lights on Calibogue Sound at the northeastern end of Daufuskie Island in Beaufort County South Carolina. The Haig Point Range Lights were built in 1873 and were maintained as an official aid to navigation until about 1924. The Rear Range Light house has been restored. It is a guest house for the Haig Point Club and serves as a private aid to navigation. Calibogue Sound is between Daufuskie and Hilton Head Islands.","NULL","{5.1816|21.336}","5.4864","NULL","NULL","Haig_Point_Lighthouse_Daufuskie_South_Carolina.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Haig_Point_Lighthouse,_Daufuskie,_South_Carolina.jpg?width=300","18421190","597011666","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Lighhouse|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.04f1b3l|Haig_Point_Range_Lights|Q241328}","{http://rdf.freebase.com/ns/m.04f1b3l|http://de.dbpedia.org/resource/Haig_Point_Range_Lights|http://wikidata.dbpedia.org/resource/Q241328|http://wikidata.org/entity/Q241328|http://yago-knowledge.org/resource/Haig_Point_Range_Lights}","NULL","NULL"
"http://dbpedia.org/resource/Halfmoon_Reef_Light","Halfmoon Reef Light","The Halfmoon Reef Light (also Half Moon Reef Light) is one of the many screw-pile type lighthouses built on the Texas Gulf Coast but the only one that still stands. To distinguish it from the nearby Matagorda Island Light it was given a red glass chimney to be used with the oil lantern to give it its red beam. Though originally constructed on the bay the current resting place for the light is on Port Lavaca alongside Highway 35.","NULL","NULL","6.096","{Texas|Port Lavaca Texas}","{http://dbpedia.org/resource/Texas|http://dbpedia.org/resource/Port_Lavaca,_Texas}","Halfmoon_Reef_Lighthouse.png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Halfmoon_Reef_Lighthouse.png?width=300","32791304","596222580","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532}","{m.0h3m7xz|Q14710479}","{http://rdf.freebase.com/ns/m.0h3m7xz|http://wikidata.dbpedia.org/resource/Q14710479|http://wikidata.org/entity/Q14710479}","NULL","NULL"
